onet_soc,title,description,soc2018,ilo_exposure_mean,ilo_exposure_min,ilo_exposure_max,ilo_isco_count,mapping_confidence,observed_exposure,Context,Interaction,Judgment,Physicality,Responsibility,hm_dimensions_available,HumanMoat_seed_equal_weight,HumanMoat_confidence,ILO_Exposure_Score,Anthropic_Observed_Exposure_Score,AI_Exposure_Composite_Descriptive,coverage_count,data_confidence,_soc6,2025 National Employment Matrix title,2025 National Employment Matrix code,Occupation type,"Employment, 2025","Employment, 2035","Employment distribution, percent, 2025","Employment distribution, percent, 2035","Employment change, numeric, 2025–35","Employment change, percent, 2025–35","Percent self-employed, 2025","Occupational openings, 2025–35 annual average","Median annual wage, dollars, 2025",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Related Occupational Outlook Handbook (OOH) content,Related Occupational Outlook Handbook (OOH) content.1,"Labor force exit rate, 2025–35 annual average","Occupational transfer rate, 2025–35 annual average","Total occupational separations rate, 2025–35 annual average","Labor force exits, 2025–35 annual average","Occupational transfers, 2025–35 annual average","Total occupational separations, 2025–35 annual average","Occupational openings, 2025–35 annual average_sep",2025 National Employment Matrix title_skill,Adaptability,Computers and information technology,Creativity and innovation,Critical and analytical thinking,Customer service,Detail oriented,Fine motor,Interpersonal,Leadership,Mathematics,Mechanical,Physical strength and stamina,Problem solving and decision making,Project management,Science,Speaking and listening,Writing and reading,Top highest skill,Second highest skill,Third highest skill,opening_rate_pct,growth_percentile,wage_percentile,opening_rate_percentile
15-1299.03,Document Management Specialists,"Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.",15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,23.0150018294914,39.86827661909989,26.911818514452985,24.86278814489572,25.905598243688253,5.0,28.11269667032565,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-1299.04,Penetration Testers,Evaluate network system security by conducting simulated internal and external cyberattacks using adversary tools and techniques. Attempt to breach and exploit critical systems and gain access to sensitive information to assess system security.,15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,52.26856933772411,27.266739846322725,66.66666666666667,15.312843029637762,81.77826564215148,5.0,48.65861690450055,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-1299.05,Information Security Engineers,"Develop and oversee the implementation of information security procedures and policies. Build, maintain and upgrade security technology, such as firewalls, for the safe use of computer networks and the transmission and retrieval of information. Design and implement appropriate security controls to identify vulnerabilities and protect digital files and electronic infrastructures. Monitor and respond to computer security breaches, viruses, and intrusions, and perform forensic investigation. May oversee the assessment of information security systems.",15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,30.22319795096963,30.98792535675082,40.57811928283937,13.830954994511524,51.152579582875966,5.0,33.35455543358946,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-1299.06,Digital Forensics Analysts,"Conduct investigations on computer-based crimes establishing documentary or physical evidence, such as digital media and logs associated with cyber intrusion incidents. Analyze digital evidence and investigate computer security incidents to derive information in support of system and network vulnerability mitigation. Preserve and present computer-related evidence in support of criminal, fraud, counterintelligence, or law enforcement investigations.",15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,39.571899012074645,23.798024149286498,49.5975118916941,22.46615440907428,80.81778265642151,5.0,43.25027442371021,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-1299.07,Blockchain Engineers,"Maintain and support distributed and decentralized blockchain-based networks or block-chain applications such as cryptocurrency exchange, payment processing, document sharing, and digital voting. Design and deploy secure block-chain design patterns and solutions over geographically distributed networks using advanced technologies. May assist with infrastructure setup and testing for application transparency and security.",15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,31.74167581412367,22.54665203073545,37.577753384559095,7.976582510062202,48.65532381997805,5.0,29.69959751189169,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-1299.08,Computer Systems Engineers/Architects,"Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions.",15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,46.12147822905232,29.26454445664105,51.57336260519575,36.04098060739114,71.21295279912184,5.0,46.842663739480415,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-1299.09,Information Technology Project Managers,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",15-1299,0.4886083333333333,0.4290625,0.5502,3,B,0.3106,63.428466886205634,66.08122941822174,58.50713501646542,22.539334065129896,46.07574094401757,5.0,51.32638126600805,A,48.86083333333334,31.06,39.96041666666667,4,A,15-1299,"      Computer occupations, all other",15-1299,Line item,471.2,495.3,0.3,0.3,24.2,5.1,4.9,27.0,116580,Bachelor's degree,,,—,—,2.0,3.1,5.1,9.7,14.9,24.6,27.0,"Computer occupations, all other[1]",51.0,99.0,72.0,87.0,12.0,54.0,37.0,39.0,26.0,63.0,53.0,20.0,55.0,50.0,32.0,47.0,63.0,Computers and information technology,Adaptability,Critical and analytical thinking,5.730050933786078,72.20216606498195,89.93939393939394,11.311672683513839
15-2011.00,Actuaries,"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.",15-2011,0.5615,0.5615,0.5615,1,A,0.0539,22.48444932308818,15.740944017563118,49.798755945847056,0.823271130625686,46.78924259055982,5.0,27.12733260153677,A,56.15,5.390000000000001,30.77,4,A,15-2011,      Actuaries,15-2011,Line item,31.2,34.1,0.0,0.0,2.9,9.2,—,1.5,130000,Bachelor's degree,,Long-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/math/actuaries.htm"">OOH Content</a>",1.3,2.6,3.8,0.4,0.8,1.3,1.5,Actuaries,33.0,89.0,48.0,100.0,4.0,53.0,5.0,5.0,55.0,99.0,1.0,1.0,89.0,52.0,18.0,59.0,83.0,Mathematics,Critical and analytical thinking,Writing and reading,4.807692307692308,90.91456077015644,92.60606060606061,6.016847172081829
15-2021.00,Mathematicians,"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods.",15-2021,0.5615,0.5615,0.5615,1,A,0.4241,28.10098792535675,6.893523600439079,46.87156970362239,3.988291255031102,9.357848518111965,5.0,19.042444200512257,A,56.15,42.41,49.28,4,A,15-2021,      Mathematicians,15-2021,Line item,2.2,2.2,0.0,0.0,0.0,0.6,—,0.1,126710,Master's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm"">OOH Content</a>",1.7,3.0,4.7,0.0,0.1,0.1,0.1,Mathematicians,30.0,74.0,94.0,91.0,2.0,33.0,2.0,0.0,31.0,100.0,7.0,4.0,45.0,19.0,83.0,50.0,83.0,Mathematics,Writing and reading,Critical and analytical thinking,4.545454545454546,30.806257521058967,92.0,5.114320096269555
15-2031.00,Operations Research Analysts,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.",15-2031,0.5615,0.5615,0.5615,1,A,0.4288,14.983534577387488,23.26015367727772,41.474570069520674,12.00146359312111,27.085620197585072,5.0,23.76106842297841,A,56.15,42.88,49.515,4,A,15-2031,      Operations research analysts,15-2031,Line item,113.1,126.6,0.1,0.1,13.5,11.9,—,7.5,88940,Bachelor's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/operations-research-analysts.htm"">OOH Content</a>",2.6,2.5,5.1,3.1,3.0,6.1,7.5,Operations research analysts,57.0,94.0,88.0,100.0,13.0,36.0,1.0,13.0,40.0,99.0,14.0,2.0,80.0,69.0,63.0,58.0,90.0,Mathematics,Critical and analytical thinking,Writing and reading,6.631299734748011,94.70517448856799,77.6969696969697,21.660649819494584
15-2041.00,Statisticians,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.",15-2041,0.5615,0.5615,0.5615,1,A,0.2107,33.1686791072082,15.433589462129529,55.34211489206001,1.884376143432126,26.701427003293084,5.0,26.506037321624586,A,56.15,21.07,38.61,4,A,15-2041,      Statisticians,15-2041,Line item,31.3,34.7,0.0,0.0,3.4,11.0,1.3,1.9,105650,Master's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm"">OOH Content</a>",1.7,3.0,4.7,0.6,1.0,1.6,1.9,Statisticians,55.0,98.0,70.0,97.0,9.0,45.0,13.0,8.0,40.0,100.0,4.0,1.0,65.0,29.0,79.0,63.0,93.0,Mathematics,Computers and information technology,Writing and reading,6.070287539936102,93.92298435619735,86.9090909090909,14.921780986762936
15-2041.01,Biostatisticians,Develop and apply biostatistical theory and methods to the study of life sciences.,15-2041,0.5615,0.5615,0.5615,1,A,0.2107,31.8514452982071,23.23819978046103,44.49323088181486,8.909623124771313,15.642151481888035,5.0,24.826930113428467,A,56.15,21.07,38.61,4,A,15-2041,      Statisticians,15-2041,Line item,31.3,34.7,0.0,0.0,3.4,11.0,1.3,1.9,105650,Master's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm"">OOH Content</a>",1.7,3.0,4.7,0.6,1.0,1.6,1.9,Statisticians,55.0,98.0,70.0,97.0,9.0,45.0,13.0,8.0,40.0,100.0,4.0,1.0,65.0,29.0,79.0,63.0,93.0,Mathematics,Computers and information technology,Writing and reading,6.070287539936102,93.92298435619735,86.9090909090909,14.921780986762936
15-2051.00,Data Scientists,"Develop and implement a set of techniques or analytics applications to transform raw data into meaningful information using data-oriented programming languages and visualization software. Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured datasets. Visualize, interpret, and report data findings. May create dynamic data reports.",15-2051,0.565625,0.565625,0.565625,1,A,0.4605,18.36809366995975,7.672886937431395,39.77314306622759,1.8477863154043177,22.96926454445664,5.0,18.126234906695935,A,56.56250000000001,46.05,51.306250000000006,4,A,15-2051,      Data scientists,15-2051,Line item,275.6,371.0,0.2,0.2,95.4,34.6,1.9,24.8,120230,Bachelor's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/data-scientists.htm"">OOH Content</a>",1.7,3.0,4.7,5.6,9.7,15.3,24.8,Data scientists[1],55.0,98.0,70.0,97.0,9.0,45.0,13.0,8.0,40.0,100.0,4.0,1.0,65.0,29.0,79.0,63.0,93.0,Mathematics,Computers and information technology,Writing and reading,8.99854862119013,99.75932611311673,90.42424242424244,61.13116726835138
15-2051.01,Business Intelligence Analysts,Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.,15-2051,0.565625,0.565625,0.565625,1,A,0.4605,32.14416392242956,15.21405049396268,36.48005854372485,1.4087083790706183,34.44017563117453,5.0,23.937431394072444,A,56.56250000000001,46.05,51.306250000000006,4,A,15-2051,      Data scientists,15-2051,Line item,275.6,371.0,0.2,0.2,95.4,34.6,1.9,24.8,120230,Bachelor's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/data-scientists.htm"">OOH Content</a>",1.7,3.0,4.7,5.6,9.7,15.3,24.8,Data scientists[1],55.0,98.0,70.0,97.0,9.0,45.0,13.0,8.0,40.0,100.0,4.0,1.0,65.0,29.0,79.0,63.0,93.0,Mathematics,Computers and information technology,Writing and reading,8.99854862119013,99.75932611311673,90.42424242424244,61.13116726835138
15-2051.02,Clinical Data Managers,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.",15-2051,0.565625,0.565625,0.565625,1,A,0.4605,25.905598243688257,42.52469813391877,28.61324551774607,8.196121478229053,12.047200878155872,5.0,23.457372850347607,A,56.56250000000001,46.05,51.306250000000006,4,A,15-2051,      Data scientists,15-2051,Line item,275.6,371.0,0.2,0.2,95.4,34.6,1.9,24.8,120230,Bachelor's degree,,,OOH Content,"<a href=""https://www.bls.gov/ooh/math/data-scientists.htm"">OOH Content</a>",1.7,3.0,4.7,5.6,9.7,15.3,24.8,Data scientists[1],55.0,98.0,70.0,97.0,9.0,45.0,13.0,8.0,40.0,100.0,4.0,1.0,65.0,29.0,79.0,63.0,93.0,Mathematics,Computers and information technology,Writing and reading,8.99854862119013,99.75932611311673,90.42424242424244,61.13116726835138
15-2099.00,"Mathematical Science Occupations, All Other",All mathematical scientists not listed separately.,15-2099,0.565625,0.565625,0.565625,1,C,0.4793,,,,,,,,,56.56250000000001,47.93,52.24625,3,B,15-2099,"      Mathematical science occupations, all other",15-2099,Line item,4.0,4.2,0.0,0.0,0.3,7.1,1.5,0.2,81490,Bachelor's degree,,,—,—,1.7,3.0,4.7,0.1,0.1,0.2,0.2,"Mathematical science occupations, all other[1]",54.0,97.0,74.0,99.0,10.0,44.0,9.0,9.0,41.0,100.0,7.0,2.0,69.0,40.0,73.0,61.0,92.0,Mathematics,Computers and information technology,Writing and reading,5.0,85.13838748495787,75.03030303030303,6.678700361010831
15-2099.01,Bioinformatics Technicians,"Apply principles and methods of bioinformatics to assist scientists in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. Apply bioinformatics tools to visualize, analyze, manipulate or interpret molecular data. May build and maintain databases for processing and analyzing genomic or other biological information.",15-2099,0.565625,0.565625,0.565625,1,C,0.4793,17.50823271130626,14.544456641053788,38.29125503110135,8.98280278082693,19.51152579582876,5.0,19.76765459202342,A,56.56250000000001,47.93,52.24625,4,A,15-2099,"      Mathematical science occupations, all other",15-2099,Line item,4.0,4.2,0.0,0.0,0.3,7.1,1.5,0.2,81490,Bachelor's degree,,,—,—,1.7,3.0,4.7,0.1,0.1,0.2,0.2,"Mathematical science occupations, all other[1]",54.0,97.0,74.0,99.0,10.0,44.0,9.0,9.0,41.0,100.0,7.0,2.0,69.0,40.0,73.0,61.0,92.0,Mathematics,Computers and information technology,Writing and reading,5.0,85.13838748495787,75.03030303030303,6.678700361010831
